Scheme Name,Net Asset Value 
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,1202.9939 
Mirae Asset Corporate Bond Fund Direct Growth Plan,11.0701 
Mirae Asset Corporate Bond Fund Direct IDCW,11.0687 
Mirae Asset Corporate Bond Fund Regular Growth,10.9641 
Mirae Asset Corporate Bond Fund Regular IDCW,10.9639 
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0959 
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0959 
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,16.7815 
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.7485 
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,12.1044 
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.0959 
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,37.8107 
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,52.9596 
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,36.3181 
Nippon India Corporate Bond Fund - Growth Plan - Growth Option,50.8520 
NIPPON INDIA CORPORATE BOND FUND - IDCW Option,16.2916 
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.6226 
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.9566 
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.0959 
PGIM India Corporate Bond Fund - Annual Dividend,10.3902 
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,15.7558 
PGIM India Corporate Bond Fund - Direct Plan - Growth,40.7487 
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,15.0949 
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.113 
PGIM India Corporate Bond Fund - Growth,37.1465 
PGIM India Corporate Bond Fund - Monthly Dividend,13.0868 
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,21.588 
PGIM India Corporate Bond Fund - Quarterly Dividend,11.6178 
PGIM India Premier Bond Fund - Annual Bonus,24.9334 
PGIM India Premier Bond Fund - Bonus,15.2260 
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,13.2164 
PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688 
SBI Corporate Bond Fund - Direct Plan - Growth,13.5231 
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.7644 
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),13.1463 
SBI Corporate Bond Fund - Regular Plan - Growth,13.2497 
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.5053 
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.8736 
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.3933 
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.9833 
Sundaram Corporate Bond Fund Direct Plan - Growth,35.3148 
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),16.0385 
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),16.0045 
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.7637 
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.5717 
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),15.9883 
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.1980 
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.3099 
Sundaram Corporate Bond Fund Regular Plan- Growth,34.3169 
Tata Corporate Bond Fund-Direct Plan-Growth,10.6662 
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,10.6662 
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,10.6662 
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,10.6662 
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,10.6662 
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,10.6662 
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,10.6662 
Tata Corporate Bond Fund-Regular Plan-Growth,10.5678 
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,10.5678 
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,10.5678 
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,10.5678 
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,10.5678 
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,10.5678 
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,10.5678 
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1027.0136 
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1027.1689 
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,1025.6984 
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,1025.7025 
Union Corporate Bond Fund - Direct Plan - Growth Option,13.2613 
Union Corporate Bond Fund - Direct Plan - IDCW Option,13.2613 
Union Corporate Bond Fund - Regular Plan - Growth Option,13.0504 
Union Corporate Bond Fund - Regular Plan - IDCW Option,13.0504 
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,6.8146 
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,7.3484 
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,1.504 
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,1.4941 
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,1.4429 
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,2.3467 
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,1.4416 
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,1.4408 
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,1.4131 
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,1.8744 
UTI Corporate Bond Fund - Direct Plan - Annual IDCW,12.2769 
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,12.5057 
UTI Corporate Bond Fund - Direct Plan - Growth Option,14.1887 
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,12.1239 
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,12.4094 
UTI Corporate Bond Fund - Regular Plan - Annual IDCW,12.0767 
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,12.3054 
UTI Corporate Bond Fund - Regular Plan - Growth Option,13.9747 
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,11.8075 
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,12.1518 
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,12.134 
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,18.9872 
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,18.9879 
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,11.2699 
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,17.6758 
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,17.6539 
Axis Credit Risk Fund - Direct Plan - Growth,20.0650 
Axis Credit Risk Fund - Direct Plan - Monthly IDCW,10.1299 
Axis Credit Risk Fund - Direct Plan - Weekly IDCW,10.2993 
Axis Credit Risk Fund - Regular Plan - Growth,18.2345 
Axis Credit Risk Fund - Regular Plan - Monthly IDCW,10.1141 
Axis Credit Risk Fund - Regular Plan - Weekly IDCW,10.1727 
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,10.4517 
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,10.2293 
BANDHAN Credit Risk Fund - Regular Plan Growth,14.2508 
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,10.3172 
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,11.0663 
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,10.4192 
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,10.2961 
BANDHAN Credit Risk Fund-Direct Plan-Growth,15.1470 
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,11.0837 
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,10.5825 
BANK OF INDIA Credit Risk  Fund - Direct Plan,10.9516 
BANK OF INDIA Credit Risk Fund - Regular Plan,10.7669 
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,13.9975 
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,12.6109 
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,20.3618 
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,18.8092 
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,11.3495 
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,11.8300 
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1,0 
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,0 
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1,0 
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1,0 
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,0 
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1,0 
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1,0 
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1,0 
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly,10.7677 
DSP Credit Risk Fund - Direct Plan - Growth,37.3367 
DSP Credit Risk Fund - Direct Plan - IDCW,11.7242 
DSP Credit Risk Fund - Direct Plan - IDCW - Daily,10.2505 
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly ,11.1421 
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly,10.2676 
DSP Credit Risk Fund - Regular Plan - IDCW,11.6666 
DSP Credit Risk Fund - Regular Plan - IDCW - Daily,10.2505 
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,10.7099 
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly ,11.0326 
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,10.2665 
DSP Credit Risk Fund - Regular Plan -Growth,34.7561 
Franklin India Credit Risk Fund - Direct - Growth,25.3579 
Franklin India Credit Risk Fund - Direct - IDCW ,13.8970 
Franklin India Credit Risk Fund - Growth,25.1296 
Franklin India Credit Risk Fund - IDCW ,13.4758 
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,0.0000 
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,0.0000 
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,0.0000 
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0.0000 
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,0.0000 
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0.0000 
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,0.2973 
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0.5866 
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0.5545 
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,0.0000 
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,0.3215 
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,0.0000 
HDFC Credit Risk Debt Fund - Growth Option,20.5319 
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,21.9012 
HDFC Credit Risk Debt Fund - IDCW Option,18.9062 
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,19.1987 
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,10.6681 
HDFC Credit Risk Debt Fund - Quarterly IDCW Option,10.3441 
HSBC Credit Risk Fund - Direct Annual IDCW,12.4113 
HSBC Credit Risk Fund - Direct Growth,26.4615 
HSBC Credit Risk Fund - Direct IDCW,11.0592 
HSBC Credit Risk Fund - Regular Annual IDCW,11.7300 
HSBC Credit Risk Fund - Regular Growth,24.8285 
HSBC Credit Risk Fund - Regular IDCW,10.2788 
HSBC Credit Risk Fund- Regular Plan - Bonus,24.4298 
ICICI Prudential Credit Risk Fund - Annual IDCW,10.3035 
ICICI Prudential Credit Risk Fund - Bonus,15.7498 
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW,10.4846 
ICICI Prudential Credit Risk Fund - Direct Plan - Growth,29.1196 
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,10.9750 
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,11.6334 
ICICI Prudential Credit Risk Fund - Direct Plan Bonus,14.6853 
ICICI Prudential Credit Risk Fund - Growth,26.7972 
ICICI Prudential Credit Risk Fund - Half Yearly IDCW,10.5892 
ICICI Prudential Credit Risk Fund - Quarterly IDCW,10.9874 
IDBI Credit Risk Fund Annual IDCW - Direct Plan,13.2985 
IDBI Credit Risk Fund Annual IDCW - Regular Plan,12.0445 
IDBI Credit Risk Fund Growth Direct,17.3764 
IDBI Credit Risk Fund Growth Regular,16.1059 
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan,11.8518 
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan,11.3964 
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),1762.7476 
Invesco India Credit Risk Fund - Direct Plan - Growth,1749.6173 
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1211.6486 
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),1610.041 
Invesco India Credit Risk Fund - Regular Plan - Growth,1610.545 
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1182.8183 
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,20.8578 
Kotak Credit Risk Fund - Growth,25.184 
Kotak Credit Risk Fund - Growth - Direct,27.7698 
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,10.9522 
Nippon India Credit Risk Fund  - Growth Plan,29.4747 
Nippon India Credit Risk Fund  - Institutional Growth Plan,30.7261 
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0.0000 
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0.0000 
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0.0000 
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0.0000 
Nippon India Credit Risk Fund - Direct Plan - Growth Plan,31.9189 
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,17.2817 
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,13.5322 
NIPPON INDIA CREDIT RISK FUND - IDCW Option,16.1690 
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,12.9584 
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,0.5342 
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.2893 
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.2477 
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,0.5036 
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.2763 
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,0.4333 
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.2405 
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0.0000 
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,0.0000 
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,0.0000 
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),13.1344 
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.2653 
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,41.3979 
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),12.8650 
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,38.8700 
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.5724 
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option,0 
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option,0 
